Country,Longitude,Latitude,LocationId
CA,-113.51,53.57,651
CA,-113.5,53.52,652
CA,-113.61,53.44,653
CA,-113.51,53.56,654
CA,-113.63,53.52,655
CA,-113.45,53.6,656
CA,-113.53,53.52,657
CA,-113.62,53.44,658
CA,-113.51,53.45,659
CA,-113.58,53.54,660
CA,-113.67,53.49,661
CA,-113.68,53.51,662
CA,-113.52,53.49,663
CA,-113.49,53.54,664
CA,-113.52,53.52,665
CA,-113.42,53.54,666
CA,-113.43,53.45,667
CA,-113.58,53.54,668
CA,-113.54,53.63,669
CA,-113.53,53.55,670
CA,-113.52,53.46,671
CA,-113.5,53.51,672
CA,-113.56,53.6,673
CA,-113.53,53.54,674
CA,-113.49,53.55,675
CA,-113.41,53.47,676
CA,-113.5,53.55,677
CA,-113.49,53.55,678
CA,-113.59,53.52,679
CA,-113.41,53.61,680
CA,-113.62,53.54,681
CA,-113.53,53.53,682
CA,-113.59,53.47,683
CA,-113.55,53.56,684
CA,-113.42,53.42,685
CA,-113.62,53.53,686
CA,-113.49,53.45,687
CA,-113.62,53.52,688
CA,-113.49,53.47,689
CA,-113.43,53.62,690
CA,-113.62,53.53,691
CA,-113.6,53.43,692
CA,-113.51,53.49,693
CA,-113.48,53.43,694
CA,-113.49,53.55,695
CA,-111.43,56.73,696
CA,-111.44,56.76,697
CA,-111.15,56.66,698
CA,-111.36,56.72,699
CA,-111.37,56.72,700
CA,-113.21,53.69,701
CA,-113.22,53.69,702
CA,-118.79,55.18,703
CA,-118.79,55.16,704
CA,-118.8,55.14,705
CA,-118.77,55.17,706
CA,-118.82,55.17,707
CA,-117.59,53.41,708
CA,-113.55,53.27,709
CA,-113.55,53.27,710
CA,-112.89,49.69,711
CA,-112.8,49.68,712
CA,-112.79,49.67,713
CA,-112.89,49.69,714
CA,-112.84,49.7,715
CA,-112.87,49.68,716
CA,-110.06,53.28,717
CA,-110.01,53.28,718
CA,-110.65,50,719
CA,-110.69,50.03,720
CA,-110.66,50.01,721
CA,-112.83,49.7,722
CA,-113.97,50.71,723
CA,-113.98,50.72,724
CA,-113.81,52.24,725
CA,-113.81,52.26,726
CA,-113.81,52.25,727
CA,-113.82,52.24,728
CA,-113.82,52.25,729
CA,-113.81,52.29,730
CA,-113.77,52.29,731
CA,-113.84,52.29,732
CA,-113.82,52.21,733
CA,-113.99,51.2,734
CA,-113.99,51.21,735
CA,-113.32,53.51,736
CA,-113.3,53.53,737
CA,-113.27,53.57,738
CA,-113.32,53.56,739
CA,-113.31,53.54,740
CA,-113.31,53.51,741
CA,-113.91,53.54,742
CA,-113.88,53.54,743
CA,-113.93,53.54,744
CA,-113.58,53.65,745
CA,-113.63,53.64,746
CA,-113.64,53.67,747
CA,-113.61,53.62,748
CA,-113.63,53.65,749
CA,-113.62,53.65,750
CA,-113.63,53.65,751
CA,-113.98,53.54,752
CA,-113.39,51.04,753
CA,-113.39,52.96,754
CA,-122.22,49.04,755
CA,-122.27,49.04,756
CA,-122.31,49.05,757
CA,-122.29,49.04,758
CA,-122.27,49.03,759
CA,-122.31,49.04,760
CA,-122.38,49.06,761
CA,-122.46,49.06,762
CA,-122.32,49.05,763
CA,-122.27,49.04,764
CA,-122.32,49.05,765
CA,-122.38,49.06,766
CA,-122.46,49.06,767
CA,-122.92,49.28,768
CA,-123.01,49.26,769
CA,-122.97,49.28,770
CA,-123,49.27,771
CA,-123,49.23,772
CA,-123,49.28,773
CA,-123,49.23,774
CA,-123,49.23,775
CA,-123,49.23,776
CA,-122.98,49.2,777
CA,-122.98,49.26,778
CA,-123,49.27,779
CA,-123.02,49.25,780
CA,-123,49.27,781
CA,-122.97,49.28,782
CA,-122.89,49.25,783
CA,-123,49.23,784
CA,-122.91,49.28,785
CA,-123,49.23,786
CA,-122.98,49.2,787
CA,-123,49.23,788
CA,-122.96,49.22,789
CA,-122.9,49.25,790
CA,-122.97,49.25,791
CA,-123.01,49.28,792
CA,-125.25,50.03,793
CA,-125.25,50.03,794
CA,-117.66,49.3,795
CA,-121.96,49.11,796
CA,-121.96,49.17,797
CA,-121.95,49.17,798
CA,-121.96,49.14,799
CA,-121.96,49.14,800
CA,-121.98,49.15,801
CA,-121.96,49.16,802
CA,-121.96,49.1,803
CA,-122.32,49.05,804
CA,-122.73,49.12,805
CA,-122.82,49.25,806
CA,-122.8,49.28,807
CA,-122.8,49.3,808
CA,-122.8,49.28,809
CA,-122.84,49.26,810
CA,-122.81,49.28,811
CA,-122.76,49.27,812
CA,-122.84,49.23,813
CA,-122.79,49.28,814
CA,-124.96,49.71,815
CA,-124.99,49.68,816
CA,-115.75,49.53,817
CA,-115.77,49.51,818
CA,-120.22,55.75,819
CA,-120.22,55.75,820
CA,-123.13,49.01,821
CA,-122.89,49.12,822
CA,-122.89,49.12,823
CA,-123.08,49.09,824
CA,-122.89,49.13,825
CA,-123.08,49.09,826
CA,-123.71,48.79,827
CA,-123.7,48.78,828
CA,-123.7,48.78,829
CA,-113.51,53.54,830
CA,-115.06,49.51,831
CA,-120.85,56.24,832
CA,-123.53,49.41,833
CA,-120.35,50.67,834
CA,-120.35,50.67,835
CA,-120.37,50.65,836
CA,-120.38,50.65,837
CA,-120.36,50.67,838
CA,-120.36,50.7,839
CA,-120.33,50.67,840
CA,-120.36,50.66,841
CA,-120.28,50.68,842
CA,-120.36,50.7,843
CA,-119.49,49.86,844
CA,-119.49,49.89,845
CA,-119.44,49.88,846
CA,-119.49,49.84,847
CA,-119.48,49.88,848
CA,-119.44,49.88,849
CA,-119.47,49.87,850
CA,-119.43,49.89,851
CA,-119.5,49.89,852
CA,-119.39,49.95,853
CA,-119.41,49.9,854
CA,-119.39,49.89,855
CA,-119.43,49.95,856
CA,-119.43,49.88,857
CA,-119.44,49.92,858
CA,-123.8,48.98,859
CA,-122.66,49.11,860
CA,-123.5,48.46,861
CA,-123.51,48.44,862
CA,-123.5,48.45,863
CA,-122.66,49.16,864
CA,-122.67,49.11,865
CA,-122.66,49.11,866
CA,-122.67,49.11,867
CA,-122.65,49.1,868
CA,-122.67,49.08,869
CA,-122.67,49.16,870
CA,-122.67,49.11,871
CA,-122.64,49.16,872
CA,-122.64,49.1,873
CA,-122.67,49.13,874
CA,-122.67,49.11,875
CA,-122.56,49.22,876
CA,-122.59,49.22,877
CA,-122.59,49.22,878
CA,-122.66,49.22,879
CA,-122.66,49.22,880
CA,-120.76,50.12,881
CA,-122.32,49.13,882
CA,-122.32,49.13,883
CA,-124.04,49.23,884
CA,-123.95,49.18,885
CA,-123.95,49.16,886
CA,-123.96,49.19,887
CA,-123.93,49.16,888
CA,-124.01,49.21,889
CA,-124.05,49.24,890
CA,-117.28,49.5,891
CA,-122.91,49.22,892
CA,-122.89,49.23,893
CA,-122.9,49.21,894
CA,-122.92,49.21,895
CA,-122.91,49.2,896
CA,-122.91,49.22,897
CA,-122.95,49.19,898
CA,-122.89,49.22,899
CA,-122.92,49.21,900
CA,-122.92,49.2,901
CA,-122.91,49.2,902
CA,-123.07,49.32,903
CA,-123.04,49.31,904
CA,-123.04,49.34,905
CA,-123.09,49.33,906
CA,-123.04,49.31,907
CA,-123.07,49.32,908
CA,-123.1,49.32,909
CA,-123.08,49.31,910
CA,-122.97,49.32,911
CA,-122.95,49.31,912
CA,-123.1,49.34,913
CA,-123.07,49.34,914
CA,-123.11,49.32,915
CA,-123.08,49.31,916
CA,-124.3,49.32,917
CA,-119.59,49.48,918
CA,-119.59,49.5,919
CA,-119.58,49.47,920
CA,-119.62,49.5,921
CA,-122.69,49.23,922
CA,-124.79,49.27,923
CA,-122.78,49.26,924
CA,-122.74,49.25,925
CA,-122.77,49.26,926
CA,-122.78,49.27,927
CA,-122.76,49.24,928
CA,-122.83,49.28,929
CA,-122.83,49.28,930
CA,-122.86,49.28,931
CA,-124.52,49.84,932
CA,-124.52,49.84,933
CA,-122.78,53.92,934
CA,-122.78,53.91,935
CA,-122.78,53.87,936
CA,-122.74,53.91,937
CA,-122.78,53.9,938
CA,-130.32,54.31,939
CA,-122.5,52.98,940
CA,-118.22,51.01,941
CA,-123.18,49.15,942
CA,-123.09,49.13,943
CA,-123.14,49.17,944
CA,-123.18,49.12,945
CA,-123.18,49.19,946
CA,-123.08,49.19,947
CA,-123.13,49.19,948
CA,-123.14,49.17,949
CA,-123.18,49.19,950
CA,-123.16,49.15,951
CA,-123.18,49.19,952
CA,-123.18,49.2,953
CA,-123.14,49.17,954
CA,-123.14,49.14,955
CA,-123.18,49.17,956
CA,-123.18,49.19,957
CA,-123.15,49.17,958
CA,-123.18,49.2,959
CA,-123.16,49.16,960
CA,-123.14,49.17,961
CA,-123.39,48.45,962
CA,-123.38,48.46,963
CA,-119.3,50.69,964
CA,-123.75,49.47,965
CA,-123.4,48.65,966
CA,-123.4,48.65,967
CA,-123.43,48.64,968
CA,-127.19,54.82,969
CA,-122.8,49.03,970
CA,-123.13,49.74,971
CA,-123.15,49.7,972
CA,-122.89,49.14,973
CA,-122.8,49.19,974
CA,-122.85,49.19,975
CA,-122.73,49.1,976
CA,-122.84,49.13,977
CA,-122.8,49.05,978
CA,-122.87,49.03,979
CA,-122.78,49.05,980
CA,-122.84,49.18,981
CA,-122.78,49.2,982
CA,-122.89,49.16,983
CA,-122.8,49.05,984
CA,-122.8,49.06,985
CA,-122.8,49.1,986
CA,-122.8,49.19,987
CA,-122.84,49.14,988
CA,-122.74,49.11,989
CA,-122.8,49.19,990
CA,-122.84,49.18,991
CA,-122.87,49.18,992
CA,-122.8,49.19,993
CA,-122.81,49.06,994
CA,-122.8,49.16,995
CA,-122.84,49.19,996
CA,-122.7,49.12,997
CA,-122.78,49.16,998
CA,-122.85,49.19,999
CA,-122.78,49.05,1000
